House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
"Fredsgatan 17",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,1,4,Yes,No,42,0,0,1900-1950,2967.00,5200.00,2024-05-29,2.65,0.30,2.35
"Sandhamnsgatan 13, 5 tr",Gärdet,Stockholm,Lägenhet,Bostadsrätt,3,5,7,Yes,Yes,58,0,0,1900-1950,4570.00,8600.00,2024-05-29,4.50,0.26,4.24
"Styrbordsgången 4IB",Edvinshem,Ystad,Lägenhet,Bostadsrätt,3,2,2,No,Yes,82,0,0,1951-2000,4215.00,10779.00,2024-05-29,1.75,-0.10,1.85
"Stadsskogsgatan 46",Stadsskogen,Alingså,Lägenhet,Bostadsrätt,3,2,5,Yes,Yes,76,0,0,2011-present,4083.00,6024.00,2024-05-29,2.85,-0.10,2.95
"Gustavslundsvägen 155B",Alvik,Stockholm,Lägenhet,Bostadsrätt,4,4,8,Yes,Yes,101,0,0,2011-present,7457.00,7620.00,2024-05-29,8.00,-0.20,8.19
"Russinvägen 87, 2tr",Hökarängen,Stockholm,Lägenhet,Bostadsrätt,3,2,0,No,Yes,74,0,0,1951-2000,4827.00,6360.00,2024-05-29,3.20,0.41,2.79
"Portalgatan 4B",Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,4,2,4,Yes,Yes,100,0,0,2001-2010,6316.00,4800.00,2024-05-29,3.60,0.11,3.49
"Barkarbyvägen 66",Barkarbystaden,Järfäll,Lägenhet,Bostadsrätt,2,2,6,Yes,Yes,49,0,0,2011-present,3789.00,6360.00,2024-05-29,2.08,-0.16,2.24
"Solbergavägen 37",Isaksdal,Nyköping,Lägenhet,Bostadsrätt,3,2,3,No,Yes,81,0,0,1951-2000,5508.00,5640.00,2024-05-29,1.30,0.00,1.30
"Ågatan 24",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,7,8,Yes,Yes,59,0,0,1951-2000,3332.00,6360.00,2024-05-29,4.40,0.33,4.07
"Sandfjärdsgatan 33",Årsta,Stockholm,Lägenhet,Bostadsrätt,3,4,12,Yes,Yes,71.5,0,0,1951-2000,4779.00,3876.00,2024-05-29,3.50,0.25,3.25
"Rubingatan 43",Tynnered,Göteborg,Lägenhet,Bostadsrätt,5,2,3,No,Yes,122.5,0,0,1951-2000,7565.00,6360.00,2024-05-29,3.50,-0.15,3.64
"Prinsgatan 23",NyaStan,Karlshamn,Lägenhet,Bostadsrätt,3,3,3,No,Yes,80,0,0,1951-2000,3776.00,3264.00,2024-05-29,1.35,0.07,1.29
"Fabrikörvägen 10D",NackaStrand,Nack,Lägenhet,Bostadsrätt,3,4,8,Yes,Yes,72,0,0,2011-present,6408.00,6360.00,2024-05-29,5.80,-0.10,5.89
"Vegagatan 13, 3 tr",Vasastan,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,106,0,0,"Before 1900s",5446.00,6360.00,2024-05-29,12.45,0.75,11.70
"Vikingavägen 71A",Granlo,Sundsvall,Lägenhet,Bostadsrätt,2,3,3,No,Yes,68.5,0,0,1951-2000,5070.00,6360.00,2024-05-29,1.10,-0.13,1.22
"Solhagagatan 50",HisingsKärra,Göteborg,Lägenhet,Bostadsrätt,1,1,2,No,Yes,39.6,0,0,1951-2000,3240.00,5700.00,2024-05-29,1.15,-0.01,1.16
"Kallskärsgatan 5 - 4 tr",Östermalm/NedreGärdet,Stockholm,Lägenhet,Bostadsrätt,3,4,0,Yes,Yes,90,0,0,1900-1950,4724.00,2208.00,2024-05-29,10.00,0.91,9.09
"Kometvägen 41",Grindtorp,Täb,Lägenhet,Bostadsrätt,3,2,3,No,Yes,81,0,0,1951-2000,5218.00,6600.00,2024-05-29,2.60,0.21,2.39
"Erik Dahlbergsgatan 71, 6 tr",NedreGärdet,Stockholm,Lägenhet,Bostadsrätt,4,6,7,Yes,Yes,106,0,0,1951-2000,4860.00,10500.00,2024-05-29,11.00,0.66,10.34
"Odengatan 18, 2 tr",VasastanÖstermalm,Stockholm,Lägenhet,Bostadsrätt,3,2,0,No,Yes,64,0,0,2011-present,2594.00,6360.00,2024-05-29,7.50,1.13,6.37
"Birkagatan 17A",Vasastan,Stockholm,Lägenhet,Bostadsrätt,1,1,0,No,Yes,35,0,0,1900-1950,1804.00,4200.00,2024-05-29,3.90,0.48,3.42
"Åkerbyvägen 86 vån 5",TäbyCentrum,Täb,Lägenhet,Bostadsrätt,2,5,16,Yes,Yes,68,0,0,1951-2000,4134.00,6360.00,2024-05-29,2.40,0.26,2.14
"Norrsvängen 2B",Valla,Linköping,Lägenhet,Bostadsrätt,2,1,4,No,Yes,55.5,0,0,1951-2000,4129.00,17196.00,2024-05-29,1.50,-0.05,1.54
"Vitlöksgränd 9",Farmarstigen,Tyres,Lägenhet,Bostadsrätt,2,4,4,Yes,No,50.5,0,0,1951-2000,3918.00,5202.00,2024-05-29,1.70,0.01,1.69
"Dalstigen 12C",Karlsdal,Värnam,Lägenhet,Bostadsrätt,3,1,0,No,Yes,88,0,0,1951-2000,5804.00,7200.00,2024-05-29,1.80,-0.05,1.84
"Turkosgatan 9",Tynnered,Göteborg,Lägenhet,Bostadsrätt,3,3,3,No,Yes,77.8,0,0,2011-present,2594.00,6360.00,2024-05-29,2.00,0.21,1.79
"Verkmästaregatan 4",Galgvreten,Enköping,Lägenhet,Bostadsrätt,2,1,2,Yes,Yes,68,0,0,1951-2000,5088.00,6360.00,2024-05-29,0.90,0.00,0.90
"Pastellvägen 17",Johanneshov,Stockholm,Lägenhet,Bostadsrätt,1,6,7,Yes,Yes,24,0,0,1900-1950,1475.00,6360.00,2024-05-29,2.00,0.21,1.79
"Agavägen 21, lgh 1502",Dalénum,Liding,Lägenhet,Äganderätt,5,5,5,Yes,Yes,102,0,0,2011-present,2594.00,6360.00,2024-05-29,10.40,-0.30,10.70
"Stäppan 3G",CentralaLeksand,Leksand,Lägenhet,Bostadsrätt,2,1,2,No,Yes,61.1,0,0,2011-present,3310.00,15468.00,2024-05-29,2.15,0.15,2.00
"Skogsbacken 20",Storskogen/Sundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,4,7,10,Yes,Yes,76,0,0,2011-present,5664.00,6600.00,2024-05-29,5.00,0.16,4.84
"Skogsbacken 20",Storskogen/Sundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,4,7,10,Yes,Yes,76,0,0,2011-present,5664.00,6600.00,2024-05-29,5.00,0.16,4.84
"Katrinelundsvägen 20",Karlsdal,Västerå,Lägenhet,Bostadsrätt,4,10,10,Yes,Yes,95.5,0,0,2011-present,2594.00,6360.00,2024-05-29,2.50,-0.10,2.59
"Fyrmästaregatan 20B",Håljuteberget,Uddevall,Lägenhet,Bostadsrätt,2,1,3,No,Yes,61,0,0,1951-2000,3929.00,4356.00,2024-05-29,1.00,-0.03,1.02
"Husabyvägen 25",Aspudden,Stockholm,Lägenhet,Bostadsrätt,1,2,3,No,Yes,35,0,0,1900-1950,3337.00,9816.00,2024-05-29,2.60,0.41,2.19
"Karlbergsvägen 53",Vasastan,Stockholm,Lägenhet,Bostadsrätt,5,5,6,Yes,Yes,125,0,0,2011-present,14400.00,6360.00,2024-05-29,18.00,0.31,17.69
"Kastanjegatan 7",Salabacke,Uppsal,Lägenhet,Bostadsrätt,2,3,3,No,Yes,66.5,0,0,2011-present,350.00,6360.00,2024-05-29,1.80,0.00,1.80
"Lindholmsallén 59",Lindholmen,Göteborg,Lägenhet,Bostadsrätt,4,4,8,Yes,Yes,93,0,0,2011-present,6595.00,3600.00,2024-05-29,4.80,0.11,4.69
"Ribevägen 22A",Dammfri,Malm,Lägenhet,Bostadsrätt,2,3,3,No,Yes,54.5,0,0,1900-1950,3904.00,6360.00,2024-05-29,2.10,0.02,2.08
"Von lingens väg 114",Rosengård,Malm,Lägenhet,Bostadsrätt,2,8,10,Yes,Yes,59.5,0,0,1951-2000,4151.00,6360.00,2024-05-29,0.90,-0.05,0.94
"Ripstigen 6",Bergshamra,Soln,Lägenhet,Bostadsrätt,3,0,0,No,Yes,68,0,0,2011-present,2594.00,6360.00,2024-05-29,3.70,0.09,3.61
"Stationsgatan 2C",Gimo,Östhammar,Lägenhet,Bostadsrätt,1,2,3,No,No,36,0,0,1951-2000,2539.00,6360.00,2024-05-29,0.52,0.06,0.46
"Stockholmsgatan 11",Bagaregården,Göteborg,Lägenhet,Bostadsrätt,3,1,3,No,No,72,0,0,1900-1950,3194.00,10988.00,2024-05-29,4.15,1.20,2.95
"Tessins väg 19B",Ribersborg,Malm,Lägenhet,Bostadsrätt,4,3,8,Yes,Yes,109,0,0,1951-2000,5435.00,11400.00,2024-05-29,4.50,-0.10,4.59
"Bures Gata 17A",Hyllie,Malm,Lägenhet,Bostadsrätt,3,6,6,Yes,Yes,66,0,0,2011-present,4586.00,6360.00,2024-05-29,3.00,-0.20,3.19
"Stallgatan 5A",Söder,Kristianstad,Lägenhet,Bostadsrätt,1,4,4,No,Yes,44,0,0,2011-present,2364.00,6360.00,2024-05-29,0.80,0.00,0.80
"Gustavsplatsen 1B",Bagaregården,Göteborg,Lägenhet,Bostadsrätt,1,2,3,No,No,38.9,0,0,1900-1950,3120.00,2500.00,2024-05-29,2.18,0.05,2.13
"Geijersgatan 27C",Luthagen,Uppsal,Lägenhet,Bostadsrätt,1,1,3,No,No,33.5,0,0,1900-1950,2327.00,3120.00,2024-05-29,1.90,0.15,1.75
"Midsommarvägen 17, vån 2",Midsommarkransen,Stockholm,Lägenhet,Bostadsrätt,2,2,0,No,Yes,44,0,0,1900-1950,3508.00,6360.00,2024-05-29,2.90,0.16,2.74
"Valfrid Palmgrens gata 7",Hagastaden,Stockholm,Lägenhet,Äganderätt,2,8,9,Yes,Yes,47,0,0,2011-present,1317.00,8637.00,2024-05-29,5.35,0.65,4.70
"Spårvägen 16A",NorraSorgenfri,Malm,Lägenhet,Bostadsrätt,2,5,5,Yes,No,44,0,0,2011-present,3735.00,6360.00,2024-05-29,1.80,-0.10,1.90
"Sjöbjörnsvägen 48",Gröndal,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,58,0,0,1900-1950,4015.00,6000.00,2024-05-29,4.30,0.58,3.72
"Nyhagen 45",Skintebo,Göteborg,Lägenhet,Bostadsrätt,2,2,2,No,Yes,74,0,0,1951-2000,5118.00,20760.00,2024-05-29,2.99,0.09,2.91
"Myrgatan 38B",Centralt,Avest,Lägenhet,Bostadsrätt,2,1,3,No,Yes,58,0,0,1951-2000,2935.00,4800.00,2024-05-29,0.48,-0.03,0.50
"Önologgatan 1, 15tr.",Liljeholmskajen,Stockholm,Lägenhet,Äganderätt,2,0,0,Yes,No,35,0,0,2011-present,986.00,6708.00,2024-05-29,4.90,-0.25,5.14
"Sofiavägen 5E",Sofiaparken,Lund,Lägenhet,Bostadsrätt,1,4,4,No,Yes,24,0,0,2011-present,2594.00,6360.00,2024-05-29,1.80,0.00,1.80
"Lindhagensgatan 77",Kungsholmen/Thorildsplan,Stockholm,Lägenhet,Bostadsrätt,3,3,5,Yes,Yes,76,0,0,1951-2000,3851.00,5500.00,2024-05-29,5.50,0.71,4.79
"Sandhamnsgatan 75F",Ladugårdsgärdet,Stockholm,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,90,0,0,2011-present,6076.00,6360.00,2024-05-29,9.00,0.51,8.49
"Kabelgatan 18",Majorna,Göteborg,Lägenhet,Bostadsrätt,2,6,7,Yes,Yes,54,0,0,1951-2000,5166.00,6000.00,2024-05-29,2.50,0.05,2.45
"Trädgårdsgatan 3",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,0,0,No,No,39,0,0,2011-present,2594.00,6360.00,2024-05-29,2.60,0.23,2.37
"Erik Sandbergs Gata 6",GamlaRåsunda,Soln,Lägenhet,Bostadsrätt,2,4,0,Yes,Yes,45,0,0,1900-1950,2673.00,6360.00,2024-05-29,3.10,0.46,2.64
"Murargatan 11",Salabacke,Uppsal,Lägenhet,Bostadsrätt,2,3,4,No,Yes,56.5,0,0,1951-2000,2863.00,4200.00,2024-05-29,1.85,-0.05,1.90
"Vegagatan 13 a",Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,1,4,No,Yes,52,0,0,"Before 1900s",2672.00,6360.00,2024-05-29,5.50,0.26,5.24
"Celsiusgatan 2, 2tr",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,2,4,No,Yes,38,0,0,1900-1950,1868.00,3800.00,2024-05-29,4.30,0.56,3.74
