,House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
2116,Råbyvägen 57G,Gränby,Uppsal,Lägenhet,Bostadsrätt,3,3,0,Yes,Yes,89.0,0.0,0.0,2011-present,4266.0,13750.0,,2.1,0.09,2.01
2117,Sofielundsvägen 37,Enskededalen,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,41.0,0.0,0.0,2011-present,3245.0,7500.0,,3.2,-0.1,3.29
2118,Idrottsvägen 4,GustavsbergPorslinskvarteren,Värmd,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,88.0,0.0,0.0,2011-present,4979.0,9692.0,,4.15,-0.16,4.31
2119,Oskarslundsbacken 26,Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,4,5,6,Yes,Yes,97.0,0.0,0.0,2011-present,6538.0,10500.0,,7.0,-0.1,7.09
2120,Mjölnarvägen 24,Kvarnholmen,Nack,Lägenhet,Bostadsrätt,3,2,0,Yes,No,106.0,0.0,0.0,1900-1950,5440.0,7800.0,,7.0,-0.62,7.62
2121,Prästgårdsvägen 1A,Skoghall,Hammar,Lägenhet,Bostadsrätt,3,3,3,No,Yes,83.0,0.0,0.0,1951-2000,6158.0,3191.0,,0.8,-0.03,0.83
2122,Kyrkogårdsgatan 17,Druvefors,Borå,Lägenhet,Bostadsrätt,2,7,8,Yes,Yes,53.0,0.0,0.0,2001-2010,4161.0,4536.0,,2.2,-0.2,2.39
2123,Tullgarnsgatan 16,Kungsängen,Uppsal,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,82.0,0.0,0.0,2011-present,5330.0,13750.0,,2.88,-0.08,2.95
2124,Ingegatan 4R,Iskällan/Centraltvidälven,Kungälv,Lägenhet,Bostadsrätt,1,2,2,No,No,48.0,0.0,0.0,1951-2000,3634.0,3600.0,,1.43,-0.33,1.75
2125,Frestavägen 30,Edsberg,Sollentun,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,71.0,0.0,0.0,2011-present,4938.0,7800.0,,2.65,0.0,2.65
2126,Vänortsgatan 7A,MölndalBosgården,Mölndal,Lägenhet,Bostadsrätt,1,3,4,No,Yes,21.0,0.0,0.0,1951-2000,2038.0,13750.0,,1.35,0.0,1.35
2127,Surbrunnsgatan 55,Vasastan,Stockholm,Lägenhet,Bostadsrätt,4,7,9,Yes,Yes,84.0,0.0,0.0,1951-2000,6992.0,5600.0,,8.0,-0.6,8.59
2128,Midsommargränd 4,Midsommarkransen,Stockholm,Lägenhet,Bostadsrätt,2,2,4,Yes,Yes,45.0,0.0,0.0,2001-2010,2621.0,13750.0,,3.5,0.13,3.37
2129,Ekoxvägen 10,Ultuna,Uppsal,Lägenhet,Bostadsrätt,4,2,5,Yes,Yes,79.0,0.0,0.0,2011-present,5617.0,5688.0,,2.6,0.0,2.6
2130,Spelmansgatan 59D,Centralt,Kristinehamn,Lägenhet,Bostadsrätt,2,2,3,No,Yes,60.5,0.0,0.0,1951-2000,3896.0,3108.0,,0.3,0.0,0.3
2131,Söderbytorpsgatan 2,Vendelsö,Haning,Lägenhet,Bostadsrätt,2,0,0,No,Yes,42.5,0.0,0.0,2011-present,8808.0,13750.0,,1.6,0.26,1.34
2132,Storgatan 55D,Torshälla,Eskilstun,Lägenhet,Bostadsrätt,2,1,3,No,Yes,53.5,0.0,0.0,1900-1950,3143.0,3720.0,,0.65,0.01,0.64
2133,Ahlbergers väg 6,Högbrunn,Nyköping,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,62.0,0.0,0.0,1951-2000,4257.0,5028.0,,1.1,0.0,1.1
2134,"Sibeliusgången 34, 2 tr",Akalla,Stockholm,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,45.0,0.0,0.0,1951-2000,3233.0,13750.0,,1.75,-0.11,1.86
2135,Blomstergatan 35,Gideonsberg,Västerå,Lägenhet,Bostadsrätt,2,4,0,No,Yes,62.0,0.0,0.0,2011-present,4266.0,13750.0,,1.0,0.41,0.59
2136,Wetterlinsgatan 26B,Falköping,Falköping,Lägenhet,Bostadsrätt,3,1,3,No,Yes,70.0,0.0,0.0,1951-2000,5349.0,10992.0,,0.24,0.0,0.24
2137,Lojovägen 84,Rudboda,Liding,Lägenhet,Bostadsrätt,4,2,4,Yes,Yes,92.0,0.0,0.0,2011-present,6259.0,13750.0,,6.85,0.0,6.85
2138,Drottninggatan 32D,Jakobsberg,Västerå,Lägenhet,Bostadsrätt,2,3,3,Yes,Yes,55.0,0.0,0.0,2011-present,4266.0,13750.0,,1.2,-0.02,1.22
2139,Dalgårdsgatan 8 A,Dalen,Boxholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,79.0,0.0,0.0,1951-2000,3239.0,3600.0,,0.8,-0.05,0.84
2140,Ekedalsvägen 15A,Jakobsberg,Järfäll,Lägenhet,Bostadsrätt,3,0,3,Yes,Yes,55.0,0.0,0.0,1951-2000,4123.0,13750.0,,1.6,0.08,1.52
2141,Nyängsvägen 2,Tullinge,Botkyrk,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,75.0,0.0,0.0,2011-present,5555.0,7800.0,,2.8,0.0,2.8
2142,Mjölnergatan 14,Märsta,Sigtun,Lägenhet,Bostadsrätt,2,6,7,Yes,Yes,36.0,0.0,0.0,2011-present,3154.0,9804.0,,1.0,-0.1,1.09
2143,Tellusgatan 41,Bergsjön,Göteborg,Lägenhet,Bostadsrätt,1,7,9,Yes,Yes,40.0,0.0,0.0,2011-present,3169.0,8352.0,,0.98,0.0,0.98
2144,Lasarettsgatan 40A,Centrum,Gällivar,Lägenhet,Bostadsrätt,1,1,3,No,Yes,44.5,0.0,0.0,1951-2000,4281.0,2400.0,,0.8,0.12,0.68
2145,Storvretsvägen 45,Skogås,Hudding,Lägenhet,Bostadsrätt,4,2,2,No,Yes,96.0,0.0,0.0,2011-present,3960.0,13750.0,,1.75,0.35,1.4
2146,Karlagatan 34,Herrhagen,Karlstad,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,80.0,0.0,0.0,1951-2000,5612.0,7536.0,,1.75,-0.1,1.85
2147,Vardövägen 86,Vega,Haning,Lägenhet,Bostadsrätt,2,0,4,Yes,Yes,55.0,0.0,0.0,2011-present,3655.0,13750.0,,2.3,-0.05,2.34
2148,Ersåsbacken 68,Önnered,Göteborg,Lägenhet,Bostadsrätt,2,2,2,No,Yes,65.0,0.0,0.0,2011-present,4140.0,13750.0,,2.95,-0.15,3.1
2149,Blidvädersgränd 2 E,Fasseröd,Uddevall,Lägenhet,Bostadsrätt,3,2,2,No,Yes,70.0,0.0,0.0,2011-present,4800.0,13750.0,,1.7,-0.15,1.84
2150,Ehrensvärdsgatan 6,Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,1,5,6,Yes,No,29.0,0.0,0.0,1900-1950,1382.0,4500.0,,3.0,0.31,2.69
2151,Inteckningsvägen 21,Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,51.0,0.0,0.0,1900-1950,3267.0,13750.0,,3.0,-0.1,3.09
2152,Gethes väg 4,SödraKalmar,Kalma,Lägenhet,Bostadsrätt,2,2,3,No,Yes,52.5,0.0,0.0,1951-2000,3665.0,3600.0,,1.05,0.0,1.05
2153,Tallvägen 9A,Bredsand,Sundsvall,Lägenhet,Bostadsrätt,2,2,7,Yes,Yes,63.0,0.0,0.0,1951-2000,4545.0,1248.0,,0.65,-0.01,0.66
2154,Elisetorpsvägen 17B,Arlöv,Burlöv,Lägenhet,Bostadsrätt,2,7,9,Yes,Yes,61.5,0.0,0.0,1951-2000,3369.0,1800.0,,1.1,0.0,1.1
2155,Framnäsbacken 24,Skytteholm,Soln,Lägenhet,Bostadsrätt,1,1,6,Yes,No,25.0,0.0,0.0,1951-2000,1181.0,7400.0,,1.9,-0.05,1.94
2156,Vintergatan 2D,Sundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,40.0,0.0,0.0,2011-present,3273.0,4300.0,,3.0,0.11,2.89
2157,Södra Långgatan 79D,Kvarnholmen,Kalma,Lägenhet,Bostadsrätt,1,2,3,Yes,Yes,40.0,0.0,0.0,1900-1950,2897.0,4800.0,,1.4,-0.02,1.42
2158,Nordenskiöldsgatan 6,Linné,Göteborg,Lägenhet,Bostadsrätt,2,6,8,Yes,Yes,64.9,0.0,0.0,1951-2000,4279.0,3250.0,,4.0,0.31,3.69
2159,Järnåkravägen 7C,Järnåkra,Lund,Lägenhet,Bostadsrätt,3,2,4,No,Yes,88.2,0.0,0.0,1951-2000,3733.0,13750.0,,3.0,0.06,2.94
2160,Sparbanksvägen 81,Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,1,3,No,Yes,51.0,0.0,0.0,1900-1950,3947.0,5500.0,,2.5,0.18,2.32
2161,Sandfjärdsgatan 10,Årsta,Stockholm,Lägenhet,Bostadsrätt,4,6,0,Yes,Yes,88.0,0.0,0.0,1951-2000,4200.0,3000.0,,4.0,0.13,3.87
2162,Gibraltargatan 60,Johanneberg,Göteborg,Lägenhet,Bostadsrätt,1,4,5,Yes,Yes,31.0,0.0,0.0,1900-1950,2482.0,3900.0,,2.5,-0.1,2.59
2163,"Hägerstensvägen 185, 2 tr.",Aspudden/Örnsberg,Stockholm,Lägenhet,Bostadsrätt,2,2,3,No,Yes,48.0,0.0,0.0,1900-1950,3332.0,4351.0,,3.0,0.11,2.89
2164,Ugglevägen 14C,Orrängen,Oskarshamn,Lägenhet,Bostadsrätt,1,1,3,Yes,No,35.0,0.0,0.0,1951-2000,2809.0,3000.0,,0.48,0.05,0.43
2165,Östra brinkvägen 43,VästPåStan,Ume,Lägenhet,Bostadsrätt,3,1,3,No,Yes,78.0,0.0,0.0,1951-2000,3569.0,13750.0,,2.8,0.06,2.74
2166,Strömgatan 5C,Centralt,Kalma,Lägenhet,Bostadsrätt,3,2,3,No,No,113.0,0.0,0.0,Before 1900s,6890.0,7500.0,,3.2,0.0,3.2
2167,Värnamovägen 3,Granloholm,Sundsvall,Lägenhet,Bostadsrätt,1,2,4,Yes,Yes,57.0,0.0,0.0,1951-2000,4695.0,1740.0,,0.68,-0.04,0.71
2168,Geodetgatan 29,Hemlingby,Gävl,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,72.0,0.0,0.0,2011-present,8964.0,13750.0,,1.72,-0.04,1.76
2169,Gröna gatan 13A,Torpa,Jönköping,Lägenhet,Bostadsrätt,1,2,3,No,No,24.0,0.0,0.0,1900-1950,1864.0,13750.0,,1.3,-0.03,1.32
2170,Limhamnsvägen 10A,Ribersborg,Malm,Lägenhet,Bostadsrätt,4,7,10,Yes,Yes,89.0,0.0,0.0,1951-2000,6557.0,13750.0,,5.3,0.0,5.3
2171,Hallandsgatan 37,Slottsjorden,Halmstad,Lägenhet,Bostadsrätt,3,2,2,No,Yes,59.0,0.0,0.0,1900-1950,3402.0,7800.0,,1.8,0.0,1.8
2172,Theodor Hellmans Väg 60,Murberget,Härnösand,Lägenhet,Bostadsrätt,2,1,3,No,Yes,64.7,0.0,0.0,1951-2000,3460.0,2052.0,,0.32,-0.01,0.33
2173,Bygdegatan 407,Lambohov,Linköping,Lägenhet,Bostadsrätt,2,2,2,No,Yes,77.0,0.0,0.0,1951-2000,4541.0,5400.0,,1.2,0.01,1.19
2174,Kungsgatan 15A,Centralt,Hörb,Lägenhet,Bostadsrätt,2,2,3,No,Yes,54.5,0.0,0.0,1951-2000,4782.0,5230.0,,0.75,-0.02,0.76
2175,Slåtterbalksgatan 31,Åkerbruket,Svedal,Lägenhet,Bostadsrätt,2,1,4,Yes,Yes,55.0,0.0,0.0,2011-present,4970.0,4624.0,,1.6,0.0,1.6
2176,Lindormsgatan 3,Sjöbo,Borå,Lägenhet,Bostadsrätt,2,2,3,No,Yes,52.0,0.0,0.0,1951-2000,3768.0,120.0,,0.8,-0.05,0.84
2177,Kärrets väg 9 A,Arvidstorp,Falkenberg,Lägenhet,Bostadsrätt,3,2,3,No,Yes,72.5,0.0,0.0,1951-2000,5448.0,5546.0,,1.15,-0.05,1.2
2178,Mörsilsgatan 28,VällingbyCentrum,Stockholm,Lägenhet,Bostadsrätt,4,0,3,No,Yes,78.0,0.0,0.0,1951-2000,4871.0,3600.0,,2.7,0.23,2.47
2179,Ögontröstgatan 1A,CentralaHisingen,Göteborg,Lägenhet,Bostadsrätt,2,1,4,No,No,50.0,0.0,0.0,1900-1950,3042.0,4200.0,,2.0,0.0,2.0
2180,Växthusvägen 17,Bro,Upplands-Bro,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,69.0,0.0,0.0,2011-present,5278.0,4800.0,,1.9,-0.12,2.02
2181,Gransikagatan 8C,Norrmalm,Skövd,Lägenhet,Bostadsrätt,3,2,3,No,Yes,84.0,0.0,0.0,1900-1950,4765.0,4461.0,,2.0,0.26,1.74
2182,Näckrosvägen 22,Råsunda,Soln,Lägenhet,Bostadsrätt,2,0,0,No,Yes,53.5,0.0,0.0,1900-1950,3385.0,5160.0,,3.4,0.21,3.19
2183,"Wargentinsgatan 5D, Vån 4 - Ö.G",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,4,5,Yes,No,40.0,0.0,0.0,1900-1950,2482.0,3702.0,,4.25,0.45,3.8
2184,Ola hanssonsgatan 3,Kristineberg,Stockholm,Lägenhet,Bostadsrätt,1,1,3,No,Yes,28.0,0.0,0.0,1900-1950,1880.0,2000.0,,2.5,0.21,2.29
2185,Västerleden 130,Västerleden,Enköping,Lägenhet,Bostadsrätt,4,1,3,No,Yes,100.0,0.0,0.0,1951-2000,6422.0,8400.0,,1.4,-0.14,1.53
2186,Jutevägen 12,Dalvik,Jönköping,Lägenhet,Bostadsrätt,3,3,3,No,Yes,79.5,0.0,0.0,1951-2000,4648.0,5400.0,,1.65,-0.03,1.68
2187,Svedjevägen 7 C,Björksta,Fagerst,Lägenhet,Bostadsrätt,2,3,3,No,Yes,51.0,0.0,0.0,2011-present,5500.0,13750.0,,0.25,-0.03,0.28
2188,Börjegatan 1B,FrämreLuthagen,Uppsal,Lägenhet,Bostadsrätt,1,2,5,Yes,Yes,20.0,0.0,0.0,1900-1950,1302.0,3000.0,,1.8,0.11,1.69
2189,Petterslundsgatan 33,Fålhagen,Uppsal,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.4,0.0,0.0,1951-2000,3458.0,8844.0,,2.99,0.11,2.88
2190,Hansagatan 5,Centralt,Tre,Lägenhet,Bostadsrätt,2,2,4,No,Yes,52.0,0.0,0.0,1900-1950,4220.0,3528.0,,1.28,-0.08,1.35
2191,Apotekaregatan 4A,CentralaLinköping,Linköping,Lägenhet,Bostadsrätt,2,3,4,No,No,72.0,0.0,0.0,1900-1950,4129.0,6120.0,,3.1,0.0,3.1
2192,Torsvägen 3,Lövskatan,Lule,Lägenhet,Bostadsrätt,2,2,2,No,Yes,55.0,0.0,0.0,1900-1950,3300.0,1215.0,,1.3,-0.15,1.44
2193,Skolvägen 7 B,ÅkersbergaCentralt,Österåker,Lägenhet,Bostadsrätt,1,1,4,Yes,Yes,47.5,0.0,0.0,1951-2000,3319.0,7200.0,,1.6,-0.1,1.69
2194,Myrstuguvägen 261,Myrstuguberget,Hudding,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,82.5,0.0,0.0,1951-2000,6786.0,4200.0,,2.0,0.12,1.88
2195,Jämtlandsgatan 107,VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,1,0,0,Yes,Yes,36.0,0.0,0.0,2011-present,2503.0,7393.0,,1.8,0.12,1.68
2196,"Emmy Rappes gata 2, 8 tr",VasastanHagastaden,Stockholm,Lägenhet,Bostadsrätt,2,8,0,Yes,Yes,39.0,0.0,0.0,2011-present,2572.0,13750.0,,3.9,0.56,3.34
2197,Solvändan 2B,Haga,Ume,Lägenhet,Bostadsrätt,2,1,3,No,Yes,54.7,0.0,0.0,1900-1950,3551.0,4364.0,,1.85,0.0,1.85
2198,Västra stallmästaregatan 24A,Slottsstaden,Malm,Lägenhet,Bostadsrätt,4,1,4,No,Yes,100.0,0.0,0.0,1900-1950,5355.0,11400.0,,4.2,-0.2,4.4
2199,Allévägen 3B,Barrsätra,Sandviken,Lägenhet,Bostadsrätt,2,0,0,No,Yes,52.5,0.0,0.0,1900-1950,3721.0,5200.0,,0.7,-0.07,0.77
2200,"Rosengatan 3B, vån 3/3",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,1,3,3,No,Yes,33.0,0.0,0.0,1900-1950,3375.0,13750.0,,2.4,0.05,2.35
2201,Skogsgatan 7A,Centralt,Örnsköldsvik,Lägenhet,Bostadsrätt,2,1,3,No,Yes,50.5,0.0,0.0,1951-2000,3706.0,3800.0,,0.9,-0.09,0.98
2202,Kabelverksgatan 44,Älvsjöstaden,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,48.0,0.0,0.0,2011-present,3776.0,13750.0,,2.8,0.12,2.68
2203,Regnvädersgatan 3,Biskopsgården,Göteborg,Lägenhet,Bostadsrätt,3,7,7,Yes,Yes,72.0,0.0,0.0,1951-2000,3672.0,5400.0,,1.4,-0.05,1.44
2204,Magistergatan 41C,Hörby,Hörb,Lägenhet,Bostadsrätt,3,1,1,No,Yes,80.5,0.0,0.0,1951-2000,3865.0,25867.0,,1.1,-0.13,1.23
2205,Husebygatan 3B,Oxelbergen,Norrköping,Lägenhet,Bostadsrätt,3,4,4,No,Yes,73.0,0.0,0.0,1900-1950,4270.0,4380.0,,1.58,-0.15,1.73
2206,Silverdalsstråket 7,Silverdal,Sollentun,Lägenhet,Bostadsrätt,2,2,3,Yes,Yes,44.0,0.0,0.0,2011-present,3668.0,5220.0,,2.7,-0.1,2.79
2207,Eriksgatan 25B,Centrum,Älmhult,Lägenhet,Bostadsrätt,1,3,3,Yes,Yes,41.0,0.0,0.0,1951-2000,4694.0,2940.0,,0.44,-0.02,0.46
2208,Sågverksvägen 35,Östertälje,Södertälj,Lägenhet,Bostadsrätt,2,0,0,No,Yes,41.0,0.0,0.0,2011-present,4266.0,13750.0,,2.15,-0.03,2.18
2209,Rådhusgatan 95A,Centralt,Östersund,Lägenhet,Bostadsrätt,2,3,3,No,Yes,57.5,0.0,0.0,1900-1950,3850.0,13750.0,,1.15,0.0,1.15
2210,Sallerupsvägen 212A,Husie,Malm,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,75.0,0.0,0.0,2011-present,2196.0,13750.0,,1.85,-0.08,1.92
2211,Ångermannagatan 158,VällingbyCentrum,Stockholm,Lägenhet,Bostadsrätt,3,0,10,Yes,Yes,76.0,0.0,0.0,1951-2000,5893.0,3240.0,,2.5,0.0,2.5
2212,"Årgångsgatan 7, 2 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,83.0,0.0,0.0,2011-present,5624.0,10050.0,,5.8,0.0,5.8
2213,Källbergsvägen 36,Surahammar,Surahammar,Lägenhet,Bostadsrätt,1,3,3,No,No,26.3,0.0,0.0,1951-2000,2324.0,404.0,,0.3,-0.06,0.35
2214,"Sjöviksvägen 124, 3 tr",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,2,3,8,Yes,Yes,54.0,0.0,0.0,2011-present,3747.0,7850.0,,4.1,0.11,3.99
2215,Skvadronsgatan 6,SödraEkkällan,Linköping,Lägenhet,Bostadsrätt,4,4,5,Yes,Yes,105.0,0.0,0.0,2011-present,6605.0,13750.0,,3.6,0.23,3.37
2216,Industrivägen 26,Centralt,UpplandsVäsb,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75.0,0.0,0.0,1951-2000,4609.0,6420.0,,2.0,-0.1,2.09
2217,Guldbrandsgatan 32,Trandared,Borå,Lägenhet,Bostadsrätt,2,4,4,No,Yes,62.0,0.0,0.0,1951-2000,3275.0,4360.0,,1.2,-0.1,1.29
2218,Eskilsgatan 3B,Fålhagen,Uppsal,Lägenhet,Bostadsrätt,1,1,4,No,Yes,38.5,0.0,0.0,1900-1950,2915.0,13750.0,,1.6,0.13,1.47
2219,Täljövikstorget 1,Täljö,Österåker,Lägenhet,Bostadsrätt,3,2,2,Yes,Yes,96.0,0.0,0.0,2011-present,6224.0,13750.0,,3.9,-0.1,3.99
2220,"Sjöviksvägen 34, 4 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,4,4,6,Yes,Yes,101.5,0.0,0.0,2001-2010,5620.0,10700.0,,7.8,0.28,7.52
2221,Parternas gränd 63,Fredslyckan,Lund,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,48.0,0.0,0.0,2001-2010,4816.0,13750.0,,1.7,0.01,1.69
2222,Åsgatan 10,Avesta,Avest,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,74.0,0.0,0.0,1951-2000,3212.0,6960.0,,0.75,0.06,0.7
2223,Hemmansgatan 95,Anderstorp,Skellefte,Lägenhet,Bostadsrätt,2,0,0,No,No,56.5,0.0,0.0,2011-present,12336.0,13750.0,,1.05,0.11,0.94
2224,Fasanvägen 5D,Perstorp,Perstorp,Lägenhet,Bostadsrätt,2,3,3,No,Yes,52.0,0.0,0.0,1951-2000,3959.0,7836.0,,0.19,-0.01,0.2
2225,Lillgårdens Gränd 3,NyaHovås,Göteborg,Lägenhet,Bostadsrätt,4,3,6,Yes,Yes,84.5,0.0,0.0,2011-present,5433.0,8290.0,,4.45,-0.15,4.6
2226,Fjällnäsgränd 40C,Fjällnäs,Gällivar,Lägenhet,Bostadsrätt,2,1,2,No,Yes,63.0,0.0,0.0,1951-2000,5069.0,3000.0,,0.95,0.25,0.7
2227,Fadderortsgatan 2,Rud,Karlstad,Lägenhet,Bostadsrätt,3,8,8,Yes,Yes,77.0,0.0,0.0,1951-2000,4632.0,13750.0,,1.1,-0.1,1.19
2228,Bellmansgatan 114,LÖTEN,Uppsal,Lägenhet,Bostadsrätt,1,1,3,No,Yes,29.5,0.0,0.0,1951-2000,2125.0,3600.0,,1.2,-0.02,1.22
2229,Tångringsgatan 6C,Hagalund,Borläng,Lägenhet,Bostadsrätt,3,1,3,No,Yes,68.5,0.0,0.0,2011-present,4629.0,13750.0,,1.43,-0.13,1.55
2230,Kungsgårdsvägen 26A,Skälby,Kalma,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,82.5,0.0,0.0,1951-2000,6444.0,3600.0,,1.1,0.0,1.1
2231,Sjöbackevägen 24,Billdal,Göteborg,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,103.0,0.0,0.0,2011-present,6193.0,12800.0,,4.69,0.06,4.63
2232,Muréngatan 20 B,Söder,Gävl,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,55.3,0.0,0.0,2011-present,4266.0,13750.0,,1.65,0.15,1.5
2233,Finnbergsvägen 2,Finnberget,Nack,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,67.0,0.0,0.0,1900-1950,4021.0,5040.0,,3.65,0.28,3.38
2234,Jörgen Ankersgatan 3A,Davidshall,Malm,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75.0,0.0,0.0,2011-present,12276.0,13750.0,,3.7,0.1,3.6
2235,Bohusgatan 26,Heden,Göteborg,Lägenhet,Bostadsrätt,4,0,0,No,Yes,117.0,0.0,0.0,2011-present,9864.0,13750.0,,5.35,0.36,4.99
2236,Ammonitgatan 1,Norr,Gotland,Lägenhet,Bostadsrätt,2,1,5,Yes,Yes,50.0,0.0,0.0,2011-present,3959.0,5304.0,,1.98,-0.05,2.03
2237,Sköndalsvägen 111,Sköndal,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,85.0,0.0,0.0,2011-present,5949.0,13750.0,,4.0,0.78,3.22
2238,Gransätragränd 33,Sätra,Stockholm,Lägenhet,Bostadsrätt,3,2,2,No,Yes,89.5,0.0,0.0,1951-2000,5663.0,13750.0,,2.6,-0.22,2.81
2239,Tulegatan 29A,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,37.0,0.0,0.0,1900-1950,2756.0,600.0,,2.75,0.17,2.58
2240,Kalkstensvägen 8,Kalkbrottet/Limhamn,Malm,Lägenhet,Bostadsrätt,2,3,4,Yes,Yes,54.0,0.0,0.0,2011-present,3391.0,13750.0,,2.1,0.08,2.02
2241,Mariehamnsgatan 26,Akalla,Stockholm,Lägenhet,Bostadsrätt,3,0,0,No,Yes,85.0,0.0,0.0,2011-present,4266.0,13750.0,,2.1,-0.2,2.29
2242,Stadsgårdsvägen 9,Holmängen,Vänersborg,Lägenhet,Bostadsrätt,5,0,0,No,Yes,110.0,0.0,0.0,2011-present,25884.0,13750.0,,1.98,-0.38,2.35
2243,Seglaregatan 35,Majorna,Göteborg,Lägenhet,Bostadsrätt,4,3,0,Yes,Yes,91.8,0.0,0.0,1951-2000,7993.0,2760.0,,3.45,0.0,3.45
2244,Norsgatan 6A,Leksand,Leksand,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65.0,0.0,0.0,1951-2000,4113.0,4836.0,,1.0,0.51,0.49
2245,Ekängsgränd 1,TyresöStrand,Tyres,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,93.0,0.0,0.0,2011-present,5164.0,6480.0,,4.3,0.01,4.29
2246,Byggmästargatan 9c,Uppsala,Uppsal,Lägenhet,Bostadsrätt,2,2,3,No,Yes,66.0,0.0,0.0,1951-2000,3486.0,13750.0,,1.8,0.01,1.79
2247,Östersundsgatan 2,VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,46.0,0.0,0.0,2011-present,3202.0,3600.0,,2.35,-0.05,2.4
2248,Pastellvägen 10,Blåsut,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,Yes,55.0,0.0,0.0,2011-present,3420.0,13750.0,,3.0,0.38,2.62
2249,Häggatan 10,ÅbyÄngar,Vallentun,Lägenhet,Bostadsrätt,2,2,2,No,Yes,54.0,0.0,0.0,2011-present,4925.0,13750.0,,2.0,0.11,1.89
2250,Gubbkärrsvägen 15,BROMMA,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,98.0,0.0,0.0,2011-present,4266.0,13750.0,,4.85,0.15,4.7
2251,Köpenhamnsvägen 41C,Erikslust/Slottsstaden,Malm,Lägenhet,Bostadsrätt,3,4,7,Yes,Yes,78.5,0.0,0.0,1951-2000,6199.0,4000.0,,3.2,-0.17,3.37
2252,Stockholmsgatan 44c,Bagaregården,Göteborg,Lägenhet,Bostadsrätt,1,2,3,No,No,39.0,0.0,0.0,1900-1950,3125.0,13750.0,,2.2,0.13,2.07
2253,Kolonigatan 9D,LandalaEgnahem,Göteborg,Lägenhet,Bostadsrätt,1,2,4,No,No,38.0,0.0,0.0,1900-1950,2435.0,3450.0,,2.3,0.3,2.0
2254,Herrgårdsvägen 30,CentralaVäsby,UpplandsVäsb,Lägenhet,Bostadsrätt,1,6,7,Yes,Yes,33.5,0.0,0.0,1951-2000,3462.0,13750.0,,1.25,-0.11,1.36
2255,Tegnérsgatan 22,Lorensberg,Göteborg,Lägenhet,Bostadsrätt,1,1,5,Yes,No,40.0,0.0,0.0,1900-1950,2210.0,7560.0,,2.99,-0.22,3.21
2256,Österled 5 B,Äsperöd,Uddevall,Lägenhet,Bostadsrätt,1,1,3,No,No,41.5,0.0,0.0,1951-2000,2541.0,13750.0,,0.63,-0.03,0.65
2257,Nordhemsgatan 10,Linnéstaden,Göteborg,Lägenhet,Bostadsrätt,1,3,0,Yes,No,35.0,0.0,0.0,2011-present,2677.0,6380.0,,2.8,0.03,2.77
